DATE,FEDFUNDS
1960-01-01,3.9333333333333333
1960-04-01,3.6966666666666667
1960-07-01,2.9366666666666667
1960-10-01,2.2966666666666667
1961-01-01,2.0033333333333333
1961-04-01,1.7333333333333333
1961-07-01,1.6833333333333333
1961-10-01,2.4000000000000000
1962-01-01,2.4566666666666667
1962-04-01,2.6066666666666667
1962-07-01,2.8466666666666667
1962-10-01,2.9233333333333333
1963-01-01,2.9666666666666667
1963-04-01,2.9633333333333333
1963-07-01,3.3300000000000000
1963-10-01,3.4533333333333333
1964-01-01,3.4633333333333333
1964-04-01,3.4900000000000000
1964-07-01,3.4566666666666667
1964-10-01,3.5766666666666667
1965-01-01,3.9733333333333333
1965-04-01,4.0766666666666667
1965-07-01,4.0733333333333333
1965-10-01,4.1666666666666667
1966-01-01,4.5566666666666667
1966-04-01,4.9133333333333333
1966-07-01,5.4100000000000000
1966-10-01,5.5633333333333333
1967-01-01,4.8233333333333333
1967-04-01,3.9900000000000000
1967-07-01,3.8933333333333333
1967-10-01,4.1733333333333333
1968-01-01,4.7866666666666667
1968-04-01,5.9800000000000000
1968-07-01,5.9433333333333333
1968-10-01,5.9166666666666667
1969-01-01,6.5666666666666667
1969-04-01,8.3266666666666667
1969-07-01,8.9833333333333333
1969-10-01,8.9400000000000000
1970-01-01,8.5733333333333333
1970-04-01,7.8800000000000000
1970-07-01,6.7033333333333333
1970-10-01,5.5666666666666667
1971-01-01,3.8566666666666667
1971-04-01,4.5633333333333333
1971-07-01,5.4733333333333333
1971-10-01,4.7500000000000000
1972-01-01,3.5400000000000000
1972-04-01,4.3000000000000000
1972-07-01,4.7400000000000000
1972-10-01,5.1433333333333333
1973-01-01,6.5366666666666667
1973-04-01,7.8166666666666667
1973-07-01,10.5600000000000000
1973-10-01,9.9966666666666667
1974-01-01,9.3233333333333333
1974-04-01,11.2500000000000000
1974-07-01,12.0900000000000000
1974-10-01,9.3466666666666667
1975-01-01,6.3033333333333333
1975-04-01,5.4200000000000000
1975-07-01,6.1600000000000000
1975-10-01,5.4133333333333333
1976-01-01,4.8266666666666667
1976-04-01,5.1966666666666667
1976-07-01,5.2833333333333333
1976-10-01,4.8733333333333333
1977-01-01,4.6600000000000000
1977-04-01,5.1566666666666667
1977-07-01,5.8200000000000000
1977-10-01,6.5133333333333333
1978-01-01,6.7566666666666667
1978-04-01,7.2833333333333333
1978-07-01,8.1000000000000000
1978-10-01,9.5833333333333333
1979-01-01,10.0733333333333333
1979-04-01,10.1800000000000000
1979-07-01,10.9466666666666667
1979-10-01,13.5766666666666667
1980-01-01,15.0466666666666667
1980-04-01,12.6866666666666667
1980-07-01,9.8366666666666667
1980-10-01,15.8533333333333333
1981-01-01,16.5700000000000000
1981-04-01,17.7800000000000000
1981-07-01,17.5766666666666667
1981-10-01,13.5866666666666667
1982-01-01,14.2266666666666667
1982-04-01,14.5133333333333333
1982-07-01,11.0066666666666667
1982-10-01,9.2866666666666667
1983-01-01,8.6533333333333333
1983-04-01,8.8033333333333333
1983-07-01,9.4600000000000000
1983-10-01,9.4300000000000000
1984-01-01,9.6866666666666667
1984-04-01,10.5566666666666667
1984-07-01,11.3900000000000000
1984-10-01,9.2666666666666667
1985-01-01,8.4766666666666667
1985-04-01,7.9233333333333333
1985-07-01,7.9000000000000000
1985-10-01,8.1033333333333333
1986-01-01,7.8266666666666667
1986-04-01,6.9200000000000000
1986-07-01,6.2066666666666667
1986-10-01,6.2666666666666667
1987-01-01,6.2200000000000000
1987-04-01,6.6500000000000000
1987-07-01,6.8433333333333333
1987-10-01,6.9166666666666667
1988-01-01,6.6633333333333333
1988-04-01,7.1566666666666667
1988-07-01,7.9833333333333333
1988-10-01,8.4700000000000000
1989-01-01,9.4433333333333333
1989-04-01,9.7266666666666667
1989-07-01,9.0833333333333333
1989-10-01,8.6133333333333333
1990-01-01,8.2500000000000000
1990-04-01,8.2433333333333333
1990-07-01,8.1600000000000000
1990-10-01,7.7433333333333333
1991-01-01,6.4266666666666667
1991-04-01,5.8633333333333333
1991-07-01,5.6433333333333333
1991-10-01,4.8166666666666667
1992-01-01,4.0233333333333333
1992-04-01,3.7700000000000000
1992-07-01,3.2566666666666667
1992-10-01,3.0366666666666667
1993-01-01,3.0400000000000000
1993-04-01,3.0000000000000000
1993-07-01,3.0600000000000000
1993-10-01,2.9900000000000000
1994-01-01,3.2133333333333333
1994-04-01,3.9400000000000000
1994-07-01,4.4866666666666667
1994-10-01,5.1666666666666667
1995-01-01,5.8100000000000000
1995-04-01,6.0200000000000000
1995-07-01,5.7966666666666667
1995-10-01,5.7200000000000000
1996-01-01,5.3633333333333333
1996-04-01,5.2433333333333333
1996-07-01,5.3066666666666667
1996-10-01,5.2800000000000000
1997-01-01,5.2766666666666667
1997-04-01,5.5233333333333333
1997-07-01,5.5333333333333333
1997-10-01,5.5066666666666667
1998-01-01,5.5200000000000000
1998-04-01,5.5000000000000000
1998-07-01,5.5333333333333333
1998-10-01,4.8600000000000000
1999-01-01,4.7333333333333333
1999-04-01,4.7466666666666667
1999-07-01,5.0933333333333333
1999-10-01,5.3066666666666667
2000-01-01,5.6766666666666667
2000-04-01,6.2733333333333333
2000-07-01,6.5200000000000000
2000-10-01,6.4733333333333333
2001-01-01,5.5933333333333333
2001-04-01,4.3266666666666667
2001-07-01,3.4966666666666667
2001-10-01,2.1333333333333333
2002-01-01,1.7333333333333333
2002-04-01,1.7500000000000000
2002-07-01,1.7400000000000000
2002-10-01,1.4433333333333333
2003-01-01,1.25000000000000000000
2003-04-01,1.24666666666666666667
2003-07-01,1.01666666666666666667
2003-10-01,0.99666666666666666667
2004-01-01,1.00333333333333333333
2004-04-01,1.01000000000000000000
2004-07-01,1.4333333333333333
2004-10-01,1.9500000000000000
2005-01-01,2.4700000000000000
2005-04-01,2.9433333333333333
2005-07-01,3.4600000000000000
2005-10-01,3.9800000000000000
2006-01-01,4.4566666666666667
2006-04-01,4.9066666666666667
2006-07-01,5.2466666666666667
2006-10-01,5.2466666666666667
2007-01-01,5.2566666666666667
2007-04-01,5.2500000000000000
2007-07-01,5.0733333333333333
2007-10-01,4.4966666666666667
