Year,1960,1960,1960,1960,1961,1961,1961,1961,1962,1962,1962,1962,1963,1963,1963,1963,1964,1964,1964,1964,1965,1965,1965,1965,1966,1966,1966,1966,1967,1967,1967,1967,1968,1968,1968,1968,1969,1969,1969,1969,1970,1970,1970,1970,1971,1971,1971,1971,1972,1972,1972,1972,1973,1973,1973,1973,1974,1974,1974,1974,1975,1975,1975,1975,1976,1976,1976,1976,1977,1977,1977,1977,1978,1978,1978,1978,1979,1979,1979,1979,1980,1980,1980,1980,1981,1981,1981,1981,1982,1982,1982,1982,1983,1983,1983,1983,1984,1984,1984,1984,1985,1985,1985,1985,1986,1986,1986,1986,1987,1987,1987,1987,1988,1988,1988,1988,1989,1989,1989,1989,1990,1990,1990,1990,1991,1991,1991,1991,1992,1992,1992,1992,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1996,1996,1996,1996,1997,1997,1997,1997,1998,1998,1998,1998,1999,1999,1999,1999,2000,2000,2000,2000,2001,2001,2001,2001,2002,2002,2002,2002,2003,2003,2003,2003,2004,2004,2004,2004,2005,2005,2005,2005,2006,2006,2006,2006,2007,2007,2007,2007
            Intellectual property products,6.9,7,7.3,7.5,7.7,7.9,8.1,8.2,8.2,8.3,8.4,8.6,8.9,9.2,9.4,9.5,9.5,9.7,9.9,10.1,10.5,10.9,11.3,11.7,12.2,12.6,13,13.4,13.6,13.8,14.1,14.5,14.9,15.4,15.8,16.2,16.5,17,17.4,17.7,17.9,17.9,18,17.9,18.1,18.5,18.8,19.3,19.9,20.4,20.8,21.2,21.7,22.3,23,23.7,24.4,25.1,26,26.6,26.9,27.3,28,29,30.4,31.6,32.8,33.9,34.5,35.5,36.2,37,37.8,39.4,41.1,43.2,45.4,47.2,49.1,50.6,52.3,53.3,54.7,57.1,61,63.5,65.8,68.7,70.6,72.2,73.5,74.4,76.4,79.4,82.9,86.7,90.1,93.5,96.8,99.8,101.9,104.3,106.1,108.9,111.1,113,114.3,115.8,117,118.6,120.8,124,127.3,130.4,133.7,139.3,143.6,147.8,152.3,156.7,160.3,163.8,165.3,168.3,173.6,178.7,180.1,184.1,184.2,186.5,187.9,192.1,194.3,196.7,197.4,199.3,200.4,203.1,207.6,211.8,218.2,224,230.4,234.8,243.4,249.8,256.7,263.3,277.1,284.6,292.2,297.9,304.9,312.3,322.4,332.9,343.2,358.8,373.4,385.2,400.3,408.6,414.7,421.8,421.8,418.7,413.1,406.6,404.1,406,409.3,405.5,409.2,414.7,423.5,427.2,427.7,431.2,442.3,450.1,462.2,472,479.1,479.3,487.6,496.7,512.7,528.4,536.2,541.8,544.7,556.7
        Residential,29,26.7,25.9,25.9,25.9,26.1,27.6,28.5,29,29.9,29.9,29.8,30.8,32.9,33.2,34.5,36.2,35,34.5,34.6,34.8,35.1,35.3,35.5,35.9,34.4,33,30.2,29.4,32.9,34.8,37.5,38.3,39.6,40.4,42.6,44.9,45.1,45,42.5,42.5,41.4,42.6,47.2,51,57,60.7,64,69.2,70.8,72.4,77.3,80.9,78.7,77.9,75.7,72.4,71.2,70.9,63.3,61.2,64,68.8,73,80.4,84.8,84.9,96.9,102.2,116.5,120,122.2,126.9,137,142.3,145.8,145.3,147.6,150.5,148,140.2,116.9,123.2,137.8,137.6,135.3,126.2,114.8,109.7,107.7,108.4,117.5,138.5,155,171.1,179.9,186.4,191.3,190.9,192.9,194.2,196.3,201.4,208.4,219.5,234.6,240.9,244.3,246.7,249.7,250,252.8,250.1,255.5,257.5,261.7,260.9,255.8,255.5,251.9,256,246.9,234.5,221.3,210.3,217.8,226.5,230.1,242.4,253.2,255.1,268.3,271.4,278,290.9,306.9,315.6,327.9,326.4,325.4,321.8,313.5,326.4,334.6,344.7,361.4,364.3,361.8,365.4,372.3,379,385.8,394.8,411.3,427.6,441.5,447.4,459.3,466.6,473.8,484.2,486.6,483.1,487.8,496.7,511,522.4,522.1,538.3,554.8,558.9,578.3,601.4,612,651.7,683.1,706.2,743.2,763.6,786.3,815.3,843.8,875.6,890.2,896.2,859.3,814.7,782.4,750.9,719.3,673.7,618.2
    Change in private inventories,11.2,3.2,4.3,-5.8,-2.5,1.8,6.7,6,9.4,5.4,6.2,3.4,6.9,4.8,5.7,5.1,5.1,4.5,4.7,5,11.5,8.6,9.3,7.6,13.9,12.3,11.9,16.5,15.4,6.3,9.3,8.4,8.4,14.1,7.7,6,11.5,9.2,10.2,5.8,1.8,5.1,5.1,-4,12.3,10.9,10.2,-0.3,3.2,12,13.7,7.5,10.6,18.2,9.8,25,12.5,17.4,5.6,20.4,-10,-14,-1.4,0.3,14.7,22.4,20.8,10.5,14.8,19.5,30.9,24.1,25.5,24.3,25,28.5,23.9,27.4,12.1,8.6,9.9,7.8,-33.9,-9.1,38.8,11.7,44,24.8,-21.5,-4.2,5.8,-39.8,-35.1,-7.7,-4.2,23.9,73,69.3,71.3,48,16.2,21.6,16.3,33.1,30.4,15.7,-7,-12.8,28,16.5,1,63.1,17,19.6,18.2,19.1,48.1,36.3,9.8,16.6,14,33.7,21.9,-11.3,-15.5,-18,0.8,31.1,0.2,23.2,20.5,21.3,35.9,24.1,6.6,16.6,45.4,81.4,53.2,75.1,61.2,33.8,11.3,18.4,6.9,30.5,51.1,34.7,49.7,88.4,67.9,77.7,105.1,37.3,52.4,60,83.4,35.1,40.5,84.2,16.2,90.4,57.2,54.3,-30.6,-11.6,-30.1,-80.8,0.3,21.2,25.4,33,26.1,-6.5,0.4,36.3,46,74,64.2,72.1,102.5,28.8,12.4,86.4,78.2,75.5,78.8,43.5,21.4,42.2,44.9,27.3
Net exports of goods and services,2.9,3.4,4.7,5.9,5.9,4.7,4.5,4.6,4,4.8,4.5,3.1,4,5.6,4.5,5.7,7.2,6.3,6.9,7.2,4.5,6.7,5.5,5.8,4.4,4.6,2.7,3.8,4.5,4.2,3.3,2.2,1.1,1.7,1.7,0.9,0.2,1.1,1.2,3.1,3.5,5.2,4.1,3,4.6,-0.4,0.2,-1.9,-3.5,-4.3,-2.6,-3.1,-1.4,2.5,6.4,9,6.4,-2.7,-7,0,16.5,21.6,12,13.8,4.7,-0.5,-4.1,-6.6,-21.1,-21.1,-20.6,-29.6,-38.7,-22.6,-23.8,-16.4,-18.2,-22.2,-23,-26.8,-35.8,-15.2,5.5,-6.7,-14.3,-13.5,-7.6,-14.8,-16.3,-4.4,-29.6,-29.6,-24.5,-45.4,-65.2,-71.4,-95,-104.3,-103.8,-107.8,-91.3,-114.4,-116.9,-133.4,-126,-128.9,-139,-133.6,-141.2,-147,-145.5,-145.4,-124,-106.6,-99.3,-107.7,-101,-88.2,-75.1,-82.8,-88.5,-68.8,-75,-79.1,-47.1,-23.2,-21.1,-23.1,-20.5,-32.8,-38.5,-47.1,-55.7,-63.2,-68.4,-73.4,-80.6,-90.6,-96.9,-101.9,-105.3,-109.5,-74.4,-69.8,-88.8,-93.7,-114.2,-88.8,-108.8,-85.2,-96.8,-117,-135.2,-162.3,-174.6,-178.7,-207.7,-244.7,-275.3,-295.6,-352.1,-358.7,-387.8,-401.5,-390.8,-358.5,-366,-356.4,-372.6,-415.7,-432.5,-480.8,-504.9,-501.5,-500.8,-505.4,-549,-608,-636.4,-682.9,-674.6,-690.8,-732.5,-786.9,-777.2,-780.6,-805.6,-720.3,-724.3,-731.9,-713.8,-703.7
    Exports,26.1,26.9,27.6,27.6,27.6,26.6,27.8,28.4,28.3,29.7,29.6,28.7,29.2,31.4,31.2,32.5,34.2,34,35.4,36.5,33,38.4,37.6,39.7,39.4,40.9,40.9,42.6,43.9,43.2,42.8,43.9,45.5,47.2,49.9,49.1,44,53.8,53.6,56.3,57,60.4,60.5,60.9,63.2,62.9,65.7,60,68.6,67.2,71.5,76.1,84,91.9,97.6,107.6,116.7,126.7,126.6,136.6,141.4,136.8,134.1,142.5,143.6,146.6,151.8,156.1,155.4,161.9,162.3,157.8,164.6,186.2,191.3,205.4,211.7,220.9,234.3,253.7,268.5,277.4,284.7,292.5,305.5,308.5,302.3,304.7,293.2,294.7,279.6,265.3,270.7,272.5,278.2,286.6,293,302.2,305.7,308.6,306,304.1,297.3,305.4,313.4,315.1,320.5,335,336.5,355.4,371.9,392.1,418.7,439.5,453.6,466.6,485.2,507.2,509.4,515.4,538.2,545.9,555.1,568.2,573.2,590.7,600.6,615.2,625.3,626.2,639.4,641.4,643.6,653.1,650.9,671.6,681.2,707,736.9,758.6,781.6,798.9,831.4,839.4,847.9,859,859.6,903.8,918.4,954.5,974.1,968.3,963,947.3,935.3,966.3,962.4,973.5,1003.2,1032,1054.2,1092.5,1124.3,1114.1,1095.1,1052.6,996.4,954.5,970.7,1003.9,1017.2,1003.2,1008.2,1007.9,1038.1,1090.5,1137.7,1167.8,1182.7,1222.3,1264.8,1296,1307.1,1353,1413,1460,1477.8,1539.6,1577.1,1622.1,1683.7,1760.5
        Goods,19.5,20.5,20.9,20.9,21.2,20.1,21,21.5,21.2,22.3,22.3,21.1,21.3,23.4,23.8,24.9,26.1,26,27,27.9,24.5,29,28.1,30.3,30.7,30.4,31,32.3,32.9,32.6,32,32.7,34,35.4,37.1,36.5,32.1,40.4,40,42.5,43.4,45.6,45.3,45.9,46.5,46.4,49,42.9,50.4,49.7,52.5,57.7,65.2,72.6,77.2,88.1,95.1,103.5,103.7,111.7,114.9,108.5,109.8,116.8,117,119.1,122.7,127.1,126.3,131.3,130.6,125.3,129.8,150.6,153.6,165.6,170.9,178.9,191.3,208,222,227.7,232.5,239.5,247.2,248.8,241.7,243.1,232.3,233.9,218.5,205.5,209.7,209.1,214.3,223.1,224.3,230,234.4,236.4,232.1,228.7,222.2,226.9,224.5,227.9,229.8,243.6,243,258.8,272.1,288.3,311.2,328.5,338.7,349.8,360.5,379.6,379,379.9,396.2,400.6,406.3,409.9,420.7,427.1,431.6,441.2,449.7,448.8,460.6,462.2,460.4,466.9,462.6,481.1,484.1,505.3,533.8,550.3,571.6,583.2,605.8,609.3,617.1,621.2,626.5,650.3,668.9,701,717.5,712.2,708.2,683.7,676.6,701.8,688.1,697.3,717.1,744.4,761.6,790.3,821.1,810.7,797.1,761.4,715.2,691.2,687.5,714.3,725,709.2,719.2,720,735,774.1,799.3,824.1,836.7,859.7,886,919.9,924.2,957.6,1004.9,1036.3,1053.8,1084.7,1106.9,1138,1177.6,1222.7
        Services,6.6,6.4,6.6,6.7,6.4,6.6,6.8,6.9,7.1,7.4,7.3,7.6,7.9,8,7.5,7.6,8,8,8.4,8.6,8.5,9.4,9.4,9.4,8.7,10.4,9.9,10.3,11,10.6,10.9,11.2,11.5,11.8,12.8,12.7,12,13.3,13.6,13.8,13.6,14.8,15.2,15,16.7,16.5,16.7,17.1,18.2,17.5,18.9,18.4,18.7,19.4,20.3,19.6,21.6,23.1,23,24.9,26.4,28.4,24.3,25.8,26.6,27.5,29.1,28.9,29,30.6,31.7,32.5,34.8,35.6,37.7,39.9,40.8,42,43,45.6,46.5,49.7,52.2,53,58.2,59.7,60.6,61.6,60.9,60.9,61.1,59.8,61,63.4,63.9,63.5,68.6,72.2,71.3,72.2,73.9,75.4,75.1,78.5,88.9,87.3,90.7,91.4,93.5,96.6,99.8,103.8,107.5,111,114.9,116.8,124.7,127.6,130.3,135.5,142,145.3,148.8,158.3,152.5,163.6,169,174.1,175.6,177.4,178.8,179.2,183.2,186.2,188.3,190.5,197.1,201.7,203.1,208.3,210,215.7,225.6,230.2,230.8,237.9,233.1,253.5,249.5,253.5,256.5,256.2,254.9,263.6,258.7,264.5,274.3,276.2,286.1,287.6,292.6,302.2,303.1,303.4,298,291.2,281.2,263.3,283.2,289.6,292.1,294,289,288,303.1,316.4,338.4,343.7,346,362.6,378.8,376.2,382.9,395.4,408.1,423.7,424.1,454.9,470.2,484.2,506.2,537.8
    Imports,23.3,23.5,22.9,21.7,21.7,21.9,23.3,23.9,24.3,24.9,25.1,25.6,25.2,25.9,26.7,26.8,27,27.7,28.4,29.3,28.5,31.7,32,33.9,35,36.2,38.2,38.8,39.4,39,39.5,41.7,44.4,45.4,48.2,48.2,43.8,52.7,52.4,53.1,53.5,55.2,56.4,57.9,58.7,63.3,65.5,61.9,72.2,71.4,74.1,79.2,85.4,89.5,91.1,98.7,110.3,129.4,133.6,136.6,124.9,115.2,122.1,128.7,138.9,147.1,155.8,162.7,176.4,183,182.9,187.4,203.3,208.8,215.1,221.8,229.8,243.1,257.3,280.5,304.3,292.6,279.2,299.2,319.7,322,309.9,319.4,309.5,299.1,309.3,294.9,295.3,317.9,343.4,358,388,406.5,409.6,416.4,397.3,418.6,414.2,438.9,439.4,444,459.4,468.6,477.7,502.3,517.3,537.5,542.7,546.1,552.8,574.3,586.2,595.4,584.4,598.2,626.8,614.8,630.1,647.3,620.3,613.9,621.7,638.3,645.8,659,677.9,688.5,699.3,716.3,719.3,745,761.8,797.6,833.8,860.6,886.9,908.3,905.8,909.2,936.7,952.8,973.8,992.6,1027.2,1039.7,1070.9,1085.3,1098.2,1109.6,1109.9,1145,1170.1,1218.2,1278.5,1327.7,1406.3,1451.2,1512.1,1515.6,1485.8,1411.1,1362.4,1310.9,1343.3,1419.6,1449.7,1484,1513,1509.5,1538.9,1595.8,1686.7,1775.8,1819.1,1905.2,1939.4,1986.8,2039.6,2139.9,2190.2,2240.6,2283.5,2259.9,2301.4,2354,2397.5,2464.2
        Goods,15.7,15.9,15.1,14.2,14.1,14.3,15.8,16.1,16.4,16.9,17.1,17,16.9,17.6,18.2,18.2,18.3,19.1,19.7,20.4,19.6,22.4,22.8,24.2,24.9,25.6,27.2,27.7,27.7,26.8,27,29.5,32.1,33.2,35.4,35.1,30.8,39.1,38.5,38.8,39.3,40.1,41.2,42.8,43.4,47.4,49.6,45.7,55.1,54.1,57.3,61.3,66.5,70,72.1,78.8,88.8,106.4,110.6,112.3,100.9,92.3,98.8,104,113.5,121.3,128.9,134.7,147.6,153.2,153.2,156.6,170.3,175.1,179.4,184.8,192.2,204.1,216.8,238.1,259.7,248.5,234.1,252,270.2,271.8,260.5,268.8,257.6,245.8,257.2,241.5,242.5,262.8,285.9,299.6,322.5,337.9,339.9,345,325.4,344.4,340.5,362.8,357.7,365.1,374.8,382.5,389.5,409.1,422.8,437.7,441.5,445.7,451.1,470.2,482,490.7,477.4,489,510.4,495.8,506.3,519.8,497,491,500.4,514.5,523.5,537.9,553.9,564.5,575.9,590.1,592.1,612.9,627.2,662,695.7,722.3,745.5,764.3,759.7,760.4,784.5,798.4,814.4,832.5,861.5,872,898.4,910.8,920.8,926.9,922.5,952.8,978.5,1024.5,1078.3,1123.5,1193.7,1231.2,1282.5,1293,1262.6,1186.7,1142.9,1102.9,1118.2,1193.7,1221.6,1244,1274.8,1274.2,1284.2,1332.1,1408.5,1488.7,1528,1604.2,1636.1,1679.6,1726.2,1819.9,1851.5,1895.6,1939.1,1896.7,1934.7,1977.7,2012.7,2073.6
        Services,7.6,7.6,7.8,7.5,7.6,7.6,7.6,7.7,7.9,8,8,8.5,8.3,8.3,8.6,8.5,8.6,8.6,8.7,8.9,8.9,9.2,9.2,9.8,10.1,10.6,11,11.1,11.7,12.2,12.5,12.1,12.3,12.3,12.8,13.1,13,13.6,13.8,14.3,14.2,15.1,15.3,15.1,15.3,15.9,15.8,16.2,17.1,17.3,16.8,17.9,18.9,19.4,19,19.9,21.5,23,23,24.3,24,23,23.3,24.7,25.4,25.8,26.9,27.9,28.8,29.9,29.7,30.8,32.9,33.7,35.7,37.1,37.6,39,40.5,42.4,44.7,44.1,45.1,47.2,49.5,50.2,49.4,50.6,51.9,53.3,52.1,53.4,52.7,55.2,57.5,58.4,65.5,68.6,69.7,71.3,71.9,74.1,73.6,76,81.7,78.9,84.7,86.2,88.1,93.3,94.5,99.8,101.2,100.4,101.7,104.1,104.2,104.7,107,109.1,116.4,119,123.8,127.5,123.4,122.9,121.2,123.8,122.4,121.1,124,124,123.4,126.1,127.1,132.1,134.6,135.5,138.1,138.2,141.4,144.1,146.1,148.8,152.2,154.4,159.3,160.2,165.8,167.7,172.5,174.5,177.4,182.8,187.4,192.2,191.6,193.6,200.2,204.2,212.6,220,229.6,222.6,223.2,224.4,219.4,208.1,225.1,225.9,228,240,238.2,235.3,254.6,263.7,278.2,287.1,291.1,301,303.2,307.3,313.4,319.9,338.7,345,344.4,363.2,366.7,376.4,384.8,390.6
Government consumption expenditures and gross investment,117,118.4,122.4,124.3,126.2,127.3,130,133.5,137.1,138.4,142.1,143.6,143.7,144.1,149.9,151,152.6,154.3,156,156.2,157,159.8,166.8,172.6,177,181.7,189.5,193.6,202.6,203.8,208.4,213.3,219.7,223.6,227.4,231.3,233.7,236.9,242.5,242.8,247.9,249.1,254.6,258.7,261.9,266.1,269.8,272.1,282.2,286.5,284.3,291.7,299.6,302.7,304.2,312.6,324.6,335,346.7,359.2,370.1,373.4,385.4,395.6,401.3,401,403.5,410.8,421.2,431.4,438,446.7,452.6,472.3,484.2,496.2,501.8,516.5,533.1,547.8,568.8,588.5,592.2,608.9,633.4,648.7,657.8,677.7,688.1,703.1,717.3,737.4,747.9,761.1,782.2,775.1,794,819.1,835.7,862.8,875.6,900.5,927.4,938.6,946.8,967.5,993.6,996.4,1008.7,1025.2,1036.2,1056,1056.9,1070.4,1078.2,1109.9,1116.6,1145.8,1164.6,1180.5,1212.5,1230.7,1242.6,1268.5,1284.2,1296.6,1306.3,1308.8,1326.4,1334.8,1354,1362.8,1351.8,1359.1,1367.4,1381.4,1373.4,1389.4,1423.4,1422.9,1437.6,1452.9,1455.7,1451.6,1471.3,1487.7,1496.7,1515.7,1516,1542.5,1555.2,1574.8,1568,1603.7,1627.3,1647.5,1669.4,1695.2,1734.5,1782.3,1790.7,1823.1,1832.3,1861.2,1905.4,1947,1952.7,1992,2038.9,2073.5,2100.4,2142,2172.4,2199.4,2221.2,2251.8,2287.3,2321.4,2357.2,2389.7,2426.9,2452.9,2495.1,2529.1,2580.7,2610.9,2630.7,2674.7,2719.2,2770.3,2809,2864.9
    Federal,71,71.1,74.2,75.3,75.3,76.2,78.1,79.9,83.3,84.1,87,87.6,86.2,85.8,89.9,89.7,90.1,90.1,90.8,90,89.5,90.1,94.5,98.7,101.2,104,109.9,111.2,117.9,117.9,121,123.2,126.4,127.2,128.5,129.7,129.6,129.8,133.4,132,133.6,131.8,132.4,133.5,133.3,134.3,135.6,134.7,141.4,144.2,138.8,142.2,146.4,146.5,144.2,147.6,152.7,154.9,160.4,167.4,168.6,169.4,176.1,180.8,181.6,182.5,184.9,190.2,194.2,198.9,201.9,206.3,208.8,217,222.1,227.8,231.7,237.6,243.7,249.3,261.1,276.5,276.1,285.8,297.2,311.9,317.4,329.3,334.9,342.9,351.5,364.1,370.5,380.3,394.4,384.2,392.4,408.3,414,432.5,434.8,447.3,463.1,466.4,464,477.8,495.1,489.8,492.1,501.2,504.1,513.7,505.8,506.9,507.4,525.6,519.9,534.3,541.4,540.8,553.7,563.9,562.2,569.7,581.4,586.6,586.3,577.4,580.3,580.9,594.2,598.4,580.3,576.7,578.7,584.9,567,569.4,586.5,575.8,579.1,581,579.3,567.3,579.8,582.1,577.8,576.9,570.7,587.2,586,589.2,572.2,587.1,588.6,594.2,595.5,599.8,614.9,635.2,620.4,642,634.1,638.4,653.1,666.1,674.3,686.8,713.9,734.7,748.2,775.1,792.3,825.5,832.7,854.6,871.3,884.2,902.2,909.3,931.5,939,956.1,963.3,996.6,996.6,994.9,1014.6,1017.2,1042,1058.3,1084.6
        National defense,60,59.5,62,62.1,63.4,63.4,65,66.5,69.2,68.9,70.4,70.3,69.4,68.9,70.8,70.9,70.4,69.4,70.2,69,68,68.2,71.2,75,77.5,79.1,85.6,87.7,92.2,93.5,96.7,97.7,100.5,101.5,101.5,102,101.3,100.9,103.4,102.7,102.8,99.6,99.9,100.5,99.5,97.8,97.4,97.2,101.4,103.3,97.7,100.5,103.4,103.4,100.5,103.3,106.2,108.8,110.3,114.2,115.1,114.2,120,122.6,122.9,123.4,125.2,128.3,131.6,134.1,135.3,136.6,138.7,144.2,147.3,150.5,153.7,158.6,162.7,167.3,175.2,182,183.8,192.7,200.2,210.2,216.2,226.9,232.6,242.2,249.2,257.6,261.5,268.6,274.5,283.6,287.9,293.9,298.3,314.9,313.9,323.7,337.7,342.7,339.1,350.8,364.3,355.3,361.5,371,377.8,379.3,378.4,379.8,379,391.1,382.1,391.5,397.2,394.1,401.9,405.7,402.2,410.2,417.9,418.7,416.1,403.4,402.5,401.7,412.4,409.4,393.2,389.2,389.6,394.6,376.4,379.9,394.3,377.8,380.1,381.9,378.2,368.4,378.6,380.8,376.1,373.6,362.8,375.8,372.3,377,356.6,369.3,376.6,372.4,372.2,374.9,386.6,399.3,383,399.6,391,396.6,404.5,410,415.4,422.8,440.9,452.5,460.2,482.2,495,521.9,524,544,556.1,562.8,580.7,579.8,598.4,606,616.4,617,635.7,640,632.4,655.2,654.6,674.1,684.4,703.9
        Nondefense,11,11.5,12.2,13.2,11.9,12.8,13.2,13.5,14.2,15.2,16.6,17.3,16.8,16.9,19,18.8,19.7,20.8,20.7,21,21.5,22,23.3,23.7,23.7,24.9,24.3,23.5,25.7,24.4,24.3,25.5,25.9,25.6,27.1,27.8,28.3,28.9,29.9,29.3,30.7,32.2,32.4,33.1,33.9,36.4,38.2,37.5,40.1,40.9,41,41.7,42.9,43.2,43.7,44.4,46.5,46.1,50.1,53.1,53.6,55.1,56.1,58.2,58.7,59.1,59.7,61.9,62.6,64.8,66.6,69.7,70.1,72.8,74.8,77.3,77.9,79,81,82,85.9,94.6,92.3,93.1,97.1,101.7,101.3,102.4,102.3,100.7,102.3,106.5,109,111.8,119.9,100.6,104.5,114.4,115.7,117.6,120.9,123.6,125.5,123.7,124.8,127,130.8,134.5,130.7,130.2,126.3,134.4,127.3,127.1,128.4,134.5,137.8,142.8,144.2,146.7,151.8,158.2,160,159.4,163.5,167.9,170.2,174,177.9,179.2,181.8,189,187.1,187.6,189.1,190.3,190.6,189.4,192.2,198,199,199.1,201.1,198.9,201.3,201.3,201.6,203.4,207.9,211.4,213.7,212.2,215.5,217.7,212,221.8,223.2,224.9,228.3,235.9,237.3,242.4,243.1,241.7,248.6,256,258.9,264,273,282.2,288.1,292.9,297.4,303.5,308.7,310.6,315.2,321.3,321.5,329.5,333.1,333,339.7,346.3,360.9,356.7,362.6,359.4,362.5,367.9,373.9,380.6
    State and local,46,47.3,48.3,49,50.9,51.1,51.8,53.6,53.8,54.3,55,56,57.5,58.4,60.1,61.3,62.5,64.2,65.2,66.2,67.5,69.7,72.3,73.9,75.8,77.6,79.5,82.5,84.7,85.9,87.4,90.1,93.3,96.5,98.8,101.6,104.1,107.1,109.1,110.8,114.3,117.4,122.2,125.2,128.6,131.9,134.2,137.4,140.8,142.2,145.6,149.6,153.2,156.2,159.9,165,171.9,180.1,186.3,191.9,201.5,204,209.3,214.8,219.7,218.5,218.6,220.6,227,232.4,236.1,240.5,243.8,255.3,262.2,268.4,270.1,278.9,289.4,298.4,307.7,312,316.1,323.1,336.1,336.8,340.3,348.4,353.2,360.2,365.8,373.3,377.4,380.7,387.8,390.9,401.6,410.8,421.7,430.2,440.8,453.2,464.3,472.1,482.8,489.7,498.5,506.6,516.5,524,532.1,542.3,551.1,563.5,570.8,584.3,596.7,611.5,623.2,639.7,658.8,666.8,680.3,698.8,702.8,709.9,719.9,731.4,746.1,753.9,759.8,764.4,771.5,782.3,788.7,796.5,806.3,820,836.9,847.1,858.5,871.9,876.3,884.3,891.5,905.5,919,938.8,945.3,955.4,969.2,985.6,995.9,1016.6,1038.6,1053.2,1073.9,1095.4,1119.6,1147.1,1170.4,1181.1,1198.3,1222.9,1252.3,1280.9,1278.4,1305.2,1325,1338.8,1352.2,1366.9,1380,1374,1388.5,1397.3,1416,1437.2,1455,1480.3,1495.4,1513.9,1539,1565.8,1584.1,1614.3,1635.7,1660.1,1702,1728.3,1750.7,1780.3